Instance,Terminal,Layer,X location,Y location,Voltage
dc_inst.x1.x11,VPWR,li1,32.8900,19.0400,1.799998
dc_inst.x1.x10,VPWR,li1,31.5100,19.0400,1.799998
dc_inst.x1.x1,VPWR,li1,28.7500,29.9200,1.799994
_25_,VPWR,li1,13.5700,40.8000,1.799881
_24_,VPWR,li1,23.6900,40.8000,1.799900
_23_,VPWR,li1,22.7700,35.3600,1.799964
_22_,VPWR,li1,17.2500,35.3600,1.799953
_21_,VPWR,li1,36.5700,40.8000,1.799890
_20_,VPWR,li1,35.1900,24.4800,1.800000
_19_,VPWR,li1,34.7300,19.0400,1.799998
_18_,VPWR,li1,35.6500,19.0400,1.799998
_17_,VPWR,li1,35.8800,13.6000,1.799998
_16_,VPWR,li1,35.6500,13.6000,1.799998
_15_,VPWR,li1,33.5800,29.9200,1.799994
_14_,VPWR,li1,33.8100,40.8000,1.799890
_13_,VPWR,li1,31.5100,40.8000,1.799890
_12_,VPWR,li1,23.6900,35.3600,1.799964
_11_,VPWR,li1,32.8900,24.4800,1.800000
